Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga
18,0,57.1,1.71,204.0,184.0,70.0,0.43,28.2,2.4,2,0,19.6,9.5,0.8507462686567164,8.082089552238806,198.4,1,0,0,0
28,1,70.9,1.76,187.0,159.0,76.0,0.47,19.3,3.8,3,0,22.9,8.0,0.7477477477477478,5.981981981981982,199.3,0,1,0,0
23,1,70.1,1.7,196.0,148.0,58.0,1.15,13.7,3.4,4,2,24.2,7.0,0.6521739130434783,4.565217391304348,368.0,0,0,0,0
37,1,79.3,1.88,184.0,150.0,72.0,0.67,32.4,3.3,2,0,22.4,6.0,0.6964285714285714,4.178571428571429,222.0,0,0,1,0
52,1,51.9,1.7,171.0,147.0,73.0,0.73,20.3,3.8,3,0,18.0,8.0,0.7551020408163265,6.040816326530612,228.9,0,1,0,0
54,0,74.0,1.78,165.0,132.0,55.0,0.8,25.2,3.6,7,2,23.4,6.0,0.7,4.199999999999999,248.6,0,0,1,0
58,0,64.6,1.65,166.0,134.0,75.0,0.47,32.4,2.4,3,0,23.8,7.0,0.6483516483516484,4.538461538461538,137.8,0,0,0,0
43,0,79.8,1.59,175.0,136.0,63.0,1.35,19.4,4.6,6,3,31.6,7.0,0.6517857142857143,4.5625,491.5,0,0,0,0
29,1,74.0,1.75,196.0,158.0,70.0,1.25,10.8,4.0,7,3,24.1,6.0,0.6984126984126984,4.19047619047619,387.6,0,0,1,0
47,1,77.5,1.67,175.0,143.0,68.0,0.98,12.0,3.3,6,2,27.7,6.0,0.7009345794392523,4.205607476635514,319.4,0,0,1,0
45,1,69.3,1.76,177.0,129.0,70.0,0.78,26.0,3.8,2,0,22.3,3.0,0.5514018691588785,1.6542056074766354,89.4,0,0,0,1
44,1,85.9,1.72,174.0,148.0,73.0,0.64,24.9,4.1,3,0,29.2,8.0,0.7425742574257426,5.9405940594059405,326.6,0,1,0,0
59,1,51.8,1.6,161.0,138.0,84.0,0.33,23.5,3.0,3,0,20.2,6.0,0.7012987012987013,4.207792207792208,71.9,0,0,1,0
36,1,83.1,1.79,182.0,155.0,72.0,0.7,23.2,3.8,3,1,26.0,8.0,0.7545454545454545,6.036363636363636,351.1,0,1,0,0
22,0,69.4,1.59,202.0,160.0,80.0,0.7,30.5,2.8,3,0,27.4,7.0,0.6557377049180327,4.590163934426229,223.0,0,0,0,0
22,1,81.3,1.74,191.0,150.0,72.0,0.82,23.2,2.5,2,0,26.8,7.0,0.6554621848739496,4.588235294117647,305.9,0,0,0,0
58,1,104.9,1.81,158.0,130.0,64.0,0.82,20.2,3.6,6,2,32.7,6.0,0.7021276595744681,4.212765957446809,368.9,0,0,1,0
44,1,58.4,1.64,182.0,155.0,75.0,0.25,26.2,3.2,3,0,21.7,8.0,0.7476635514018691,5.981308411214953,87.3,0,1,0,0
45,0,95.6,1.8,176.0,139.0,70.0,1.17,13.7,3.4,6,2,29.7,7.0,0.6509433962264151,4.556603773584905,509.7,0,0,0,0
43,0,84.7,1.72,183.0,131.0,68.0,1.05,24.3,4.0,3,1,28.6,3.0,0.5478260869565217,1.643478260869565,146.2,0,0,0,1
44,1,75.4,1.77,180.0,151.0,63.0,1.645,12.2,5.199999999999999,7,3,24.2,8.0,0.7521367521367521,6.017094017094017,719.45,0,1,0,0
59,0,79.9,1.6,166.0,140.0,65.0,0.93,24.0,4.2,4,2,31.4,8.0,0.7425742574257426,5.9405940594059405,441.4,0,1,0,0
38,0,67.8,1.7,184.0,155.0,69.0,0.64,24.3,4.2,2,0,23.4,8.0,0.7478260869565218,5.982608695652174,259.6,0,1,0,0
18,0,57.1,1.54,199.0,167.0,70.0,0.72,21.2,3.9,3,1,24.1,8.0,0.751937984496124,6.015503875968992,247.3,0,1,0,0
45,1,82.2,1.85,175.0,149.0,71.0,0.96,18.6,4.2,7,2,24.0,8.0,0.75,6.0,473.5,0,1,0,0
32,0,41.3,1.48,182.0,127.0,60.0,1.18,19.7,4.8,5,3,18.9,3.0,0.5491803278688525,1.6475409836065575,80.3,0,0,0,1
34,0,73.1,1.64,185.0,144.0,68.0,1.06,26.5,3.7,5,1,27.0,7.0,0.6495726495726496,4.547008547008547,352.3,0,0,0,0
43,0,66.5,1.59,174.0,151.0,82.0,0.81,34.4,4.1,2,0,26.4,8.0,0.75,6.0,323.2,0,1,0,0
37,1,72.0,1.75,174.0,150.0,77.0,1.04,28.7,4.5,2,0,23.6,8.0,0.7525773195876289,6.020618556701031,450.8,0,1,0,0
42,0,104.9,1.87,180.0,151.0,63.0,0.99,24.9,3.6,3,1,31.1,8.0,0.7521367521367521,6.017094017094017,648.7,0,1,0,0
30,1,67.8,1.75,192.0,145.0,59.0,1.23,14.2,3.9,7,3,22.3,7.0,0.6466165413533834,4.526315789473684,377.5,0,0,0,0
50,0,65.0,1.9,176.0,142.0,61.0,0.98,13.8,3.9,6,3,18.0,6.0,0.7043478260869566,4.22608695652174,269.2,0,0,1,0
42,1,75.2,1.54,172.0,137.0,71.0,1.03,14.4,2.6,3,1,31.6,7.0,0.6534653465346535,4.574257425742575,354.3,0,0,0,0
25,1,67.4,1.55,200.0,167.0,68.0,0.94,24.1,4.4,6,2,28.0,8.0,0.75,6.0,380.1,0,1,0,0
22,1,67.1,1.59,186.0,145.0,69.0,0.86,24.7,3.4,5,1,26.5,7.0,0.6495726495726496,4.547008547008547,262.4,0,0,0,0
23,1,64.8,1.69,196.0,177.0,69.0,1.03,14.2,4.0,4,1,22.6,9.5,0.8503937007874016,8.078740157480315,539.2,1,0,0,0
40,1,63.1,1.58,190.0,154.0,70.0,0.75,24.9,4.1,4,1,25.4,6.0,0.7,4.199999999999999,198.8,0,0,1,0
47,0,48.8,1.6,173.0,126.0,69.0,0.79,26.4,4.2,7,2,19.0,3.0,0.5480769230769231,1.6442307692307694,63.4,0,0,0,1
31,0,70.1,1.74,185.0,168.0,67.0,0.93,21.0,2.9,5,1,23.1,9.5,0.8559322033898306,8.131355932203391,530.1,1,0,0,0
40,0,49.4,1.56,180.0,152.0,70.0,1.07,22.6,4.1,5,1,20.4,8.0,0.7454545454545455,5.963636363636364,315.2,0,1,0,0
28,1,61.5,1.57,196.0,138.0,66.0,0.97,20.6,4.5,7,2,25.0,3.0,0.5538461538461539,1.6615384615384616,99.1,0,0,0,1
48,1,74.5,1.64,171.0,124.0,67.0,0.55,27.6,3.4,4,1,27.7,3.0,0.5480769230769231,1.6442307692307694,67.4,0,0,0,1
23,1,53.9,1.65,199.0,161.0,72.0,0.69,21.5,3.6,5,1,19.8,6.0,0.7007874015748031,4.2047244094488185,156.4,0,0,1,0
28,0,85.3,1.78,194.0,151.0,72.0,0.38,31.3,2.7,4,1,26.9,7.0,0.6475409836065574,4.532786885245902,146.9,0,0,0,0
30,1,62.7,1.59,193.0,148.0,65.0,0.46,24.3,2.8,3,0,24.8,7.0,0.6484375,4.5390625,130.9,0,0,0,0
29,1,69.1,1.61,196.0,154.0,75.0,0.6,17.7,2.5,2,0,26.7,7.0,0.6528925619834711,4.570247933884298,189.5,0,0,0,0
19,1,69.6,1.74,205.0,158.0,72.0,1.22,16.0,3.8,7,2,23.0,7.0,0.6466165413533834,4.526315789473684,384.3,0,0,0,0
52,1,83.1,1.76,168.0,154.0,72.0,1.01,20.5,3.6,6,2,26.8,9.5,0.8541666666666666,8.114583333333332,681.1,1,0,0,0
53,0,70.5,1.82,169.0,145.0,73.0,0.72,28.5,4.1,3,1,21.2,8.0,0.75,6.0,304.6,0,1,0,0
34,1,53.7,1.73,180.0,136.0,81.0,0.73,23.4,3.5,2,0,18.0,3.0,0.5555555555555556,1.6666666666666667,65.3,0,0,0,1
45,1,52.1,1.69,180.0,153.0,74.0,0.52,19.5,3.5,3,0,18.2,8.0,0.7452830188679245,5.962264150943396,161.5,0,1,0,0
45,1,66.4,1.74,182.0,155.0,73.0,1.08,16.6,4.2,5,1,22.0,8.0,0.7522935779816514,6.018348623853211,431.6,0,1,0,0
39,1,49.2,1.65,184.0,150.0,71.0,0.93,24.2,4.0,4,1,18.0,6.0,0.6991150442477876,4.1946902654867255,191.9,0,0,1,0
55,0,82.5,1.65,158.0,134.0,78.0,0.69,23.7,3.7,2,0,30.2,6.0,0.7,4.199999999999999,239.1,0,0,1,0
24,1,53.4,1.5,194.0,158.0,74.0,0.61,18.3,3.4,4,2,23.7,6.0,0.7,4.199999999999999,136.8,0,0,1,0
32,0,86.6,1.77,188.0,156.0,80.0,0.93,29.8,3.2,2,0,27.7,6.0,0.7037037037037037,4.222222222222222,340.0,0,0,1,0
49,0,78.6,1.7,167.0,131.0,63.0,1.03,14.4,3.1,4,2,27.1,7.0,0.6538461538461539,4.576923076923077,370.5,0,0,0,0
28,1,74.2,1.76,203.0,149.0,83.0,0.76,29.2,4.3,2,0,24.0,3.0,0.55,1.65,93.0,0,0,0,1
41,1,73.6,1.45,181.0,143.0,71.0,1.13,21.3,3.3,5,1,34.95,7.0,0.6545454545454545,4.581818181818182,381.1,0,0,0,0
20,0,98.2,1.68,205.0,169.0,63.0,1.22,9.4,4.4,5,3,34.95,8.0,0.7464788732394366,5.971830985915493,715.4,0,1,0,0
47,1,75.2,1.59,178.0,141.0,74.0,0.25,24.4,2.0000000000000004,2,0,29.6,7.0,0.6442307692307693,4.509615384615385,84.8,0,0,0,0
23,1,68.3,1.83,198.0,140.0,69.0,0.96,13.4,4.2,4,2,20.4,3.0,0.5503875968992248,1.6511627906976742,108.3,0,0,0,1
19,0,90.2,1.74,195.0,142.0,77.0,0.64,32.3,4.0,3,0,29.7,3.0,0.5508474576271186,1.652542372881356,95.4,0,0,0,1
31,0,52.2,1.7,193.0,161.0,66.0,1.11,17.4,5.1,7,3,18.0,8.0,0.7480314960629921,5.984251968503937,346.7,0,1,0,0
58,0,79.3,1.64,172.0,157.0,72.0,0.72,23.0,2.9,2,0,29.6,9.5,0.85,8.075,461.1,1,0,0,0
35,0,53.2,1.72,183.0,155.0,70.0,0.8,17.8,3.6,7,2,18.0,8.0,0.7522123893805309,6.017699115044247,256.1,0,1,0,0
48,0,57.2,1.59,169.0,143.0,63.0,0.7,19.9,3.6,3,0,22.7,8.0,0.7547169811320755,6.037735849056604,241.8,0,1,0,0
30,0,80.4,1.67,194.0,151.0,72.0,0.43,37.5,2.7,2,0,28.8,7.0,0.6475409836065574,4.532786885245902,156.7,0,0,0,0
43,1,67.2,1.62,182.0,146.0,63.0,0.78,17.2,3.0,4,1,25.5,6.0,0.6974789915966386,4.184873949579831,219.4,0,0,1,0
29,1,65.3,1.9,197.0,177.0,67.0,1.16,15.3,3.5,4,2,18.1,9.5,0.8461538461538461,8.038461538461538,608.9,1,0,0,0
35,1,82.4,1.83,184.0,150.0,70.0,1.0,13.6,4.0,6,2,24.7,6.0,0.7017543859649122,4.2105263157894735,346.9,0,0,1,0
26,1,81.5,1.79,193.0,162.0,70.0,0.56,24.8,3.9,4,1,25.5,8.0,0.7479674796747967,5.983739837398374,273.1,0,1,0,0
38,1,58.2,1.53,169.0,154.0,72.0,0.99,11.6,3.7,4,2,24.8,9.5,0.845360824742268,8.030927835051546,462.7,1,0,0,0
57,1,69.8,1.77,163.0,129.0,66.0,0.61,21.4,2.9,3,1,22.4,7.0,0.6494845360824743,4.546391752577319,193.6,0,0,0,0
41,1,79.1,1.7,176.0,148.0,63.0,0.49,19.4,3.8,3,1,27.4,8.0,0.7522123893805309,6.017699115044247,233.2,0,1,0,0
51,1,92.8,1.8,158.0,137.0,74.0,0.75,27.5,4.0,5,1,28.6,8.0,0.75,6.0,417.6,0,1,0,0
25,1,68.6,1.71,204.0,149.0,81.0,0.53,18.7,3.7,2,0,23.4,3.0,0.5528455284552846,1.6585365853658538,60.3,0,0,0,1
50,0,84.8,1.68,171.0,134.0,66.0,1.07,26.0,2.6,6,2,30.1,7.0,0.6476190476190476,4.533333333333333,411.3,0,0,0,0
40,0,67.8,1.7,171.0,135.0,69.0,1.3,15.3,3.9,6,3,23.4,7.0,0.6470588235294118,4.529411764705882,399.2,0,0,0,0
30,1,49.6,1.5,192.0,163.0,78.0,0.39,20.3,4.1,3,0,22.0,8.0,0.7456140350877193,5.964912280701754,115.4,0,1,0,0
31,1,75.6,1.6,198.0,179.0,72.0,0.78,19.0,2.7,4,1,29.4,9.5,0.8492063492063492,8.067460317460318,475.7,1,0,0,0
31,0,86.4,1.72,195.0,176.0,68.0,1.14,26.8,3.9,4,1,29.3,9.5,0.8503937007874016,8.078740157480315,719.45,1,0,0,0
33,0,69.3,1.79,192.0,153.0,63.0,0.66,19.1,3.2,4,1,21.5,6.0,0.6976744186046512,4.186046511627907,191.5,0,0,1,0
55,0,55.3,1.62,159.0,121.0,74.0,0.61,30.4,3.6,3,0,20.9,3.0,0.5529411764705883,1.6588235294117648,56.0,0,0,0,1
56,1,87.2,1.68,161.0,122.0,73.0,1.19,15.0,4.2,6,2,31.1,3.0,0.5568181818181818,1.6704545454545454,173.3,0,0,0,1
43,0,54.5,1.52,173.0,139.0,61.0,1.48,14.3,3.7,7,3,23.6,6.0,0.6964285714285714,4.178571428571429,337.0,0,0,1,0
43,0,80.1,1.83,177.0,146.0,73.0,0.64,18.1,3.2,2,0,24.0,6.0,0.7019230769230769,4.211538461538462,215.9,0,0,1,0
18,0,73.8,1.79,205.0,160.0,55.0,0.83,15.5,2.8,7,3,23.0,6.0,0.7,4.199999999999999,257.3,0,0,1,0
49,1,89.2,1.75,173.0,135.0,63.0,1.33,11.3,3.8,6,3,29.3,7.0,0.6545454545454545,4.581818181818182,543.6,0,0,0,0
32,0,96.5,1.72,183.0,148.0,64.0,0.82,19.8,3.5,4,1,32.6,6.0,0.7058823529411765,4.235294117647059,335.1,0,0,1,0
38,1,81.8,1.84,181.0,145.0,77.0,0.6,23.6,2.9,3,0,24.3,7.0,0.6538461538461539,4.576923076923077,224.6,0,0,0,0
35,0,86.1,1.6,190.0,149.0,73.0,0.52,23.7,2.7,2,0,33.7,7.0,0.6495726495726496,4.547008547008547,203.6,0,0,0,0
47,0,55.0,1.59,176.0,149.0,69.0,0.64,26.8,3.9,5,1,21.8,8.0,0.7476635514018691,5.981308411214953,210.5,0,1,0,0
30,1,73.0,1.79,192.0,139.0,73.0,0.69,22.2,3.1,3,1,22.9,3.0,0.5546218487394958,1.6638655462184877,83.8,0,0,0,1
41,0,84.5,1.78,175.0,157.0,60.0,0.82,15.4,3.3,5,2,26.7,9.5,0.8434782608695652,8.013043478260869,555.2,1,0,0,0
47,0,50.5,1.56,174.0,136.0,65.0,1.03,17.0,3.2,6,2,20.7,7.0,0.6513761467889908,4.559633027522936,237.2,0,0,0,0
19,0,70.5,1.63,195.0,132.0,55.0,1.37,11.3,4.4,7,3,26.6,3.0,0.55,1.65,159.4,0,0,0,1
36,1,75.0,1.85,180.0,128.0,64.0,1.04,10.6,4.3,4,2,21.9,3.0,0.5517241379310345,1.6551724137931034,129.1,0,0,0,1
42,1,53.3,1.72,171.0,122.0,62.0,0.91,8.0,3.9,7,3,18.0,3.0,0.5504587155963303,1.651376146788991,80.1,0,0,0,1
31,1,55.7,1.76,198.0,161.0,74.0,0.87,18.3,3.0,5,1,18.0,6.0,0.7016129032258065,4.209677419354839,204.0,0,0,1,0
23,0,55.5,1.56,205.0,161.0,81.0,0.46,27.2,2.1,3,0,22.7,7.0,0.6451612903225806,4.516129032258064,115.3,0,0,0,0
29,1,78.2,1.75,186.0,154.0,78.0,0.25,27.6,2.6,2,0,25.7,6.0,0.7037037037037037,4.222222222222222,82.5,0,0,1,0
37,0,43.9,1.54,179.0,147.0,73.0,0.65,35.1,3.4,3,0,18.6,6.0,0.6981132075471698,4.188679245283018,119.5,0,0,1,0
40,0,54.3,1.48,178.0,149.0,61.0,0.69,20.0,3.9,5,1,24.7,8.0,0.7521367521367521,6.017094017094017,225.4,0,1,0,0
47,0,76.0,1.75,179.0,149.0,80.0,0.54,32.4,3.3,2,0,24.7,6.0,0.696969696969697,4.181818181818182,171.6,0,0,1,0
47,0,77.6,1.82,176.0,129.0,72.0,0.59,29.3,3.8,2,0,23.3,3.0,0.5480769230769231,1.6442307692307694,75.3,0,0,0,1
55,0,55.6,1.65,172.0,154.0,55.0,1.05,12.7,3.4,5,3,20.3,9.5,0.8461538461538461,8.038461538461538,469.3,1,0,0,0
47,0,65.9,1.63,181.0,148.0,69.0,1.41,18.8,4.2,6,3,25.0,6.0,0.7053571428571429,4.232142857142858,393.2,0,0,1,0
58,0,80.3,1.85,164.0,124.0,75.0,0.3,27.8,3.7,2,0,23.4,3.0,0.550561797752809,1.651685393258427,39.8,0,0,0,1
47,0,77.0,1.66,174.0,145.0,77.0,0.36,33.3,2.8,3,0,27.9,6.0,0.7010309278350515,4.2061855670103085,116.6,0,0,1,0
53,1,52.7,1.67,174.0,143.0,71.0,0.86,17.5,3.6,3,1,18.8,6.0,0.6990291262135923,4.194174757281553,190.1,0,0,1,0
51,1,83.6,1.85,174.0,145.0,75.0,0.74,18.0,3.7,3,0,24.5,6.0,0.7070707070707071,4.242424242424242,262.5,0,0,1,0
33,0,51.2,1.64,192.0,154.0,63.0,0.81,18.8,3.6,6,2,18.9,6.0,0.7054263565891473,4.232558139534884,175.5,0,0,1,0
41,1,60.1,1.61,181.0,163.0,62.0,0.89,12.8,3.9,4,2,23.1,9.5,0.8487394957983193,8.063025210084033,431.3,1,0,0,0
31,1,60.9,1.76,194.0,178.0,85.0,0.59,22.7,3.7,2,0,19.6,9.5,0.8532110091743119,8.105504587155963,291.2,1,0,0,0
43,1,52.6,1.61,175.0,147.0,63.0,0.84,21.9,4.5,3,1,20.3,8.0,0.75,6.0,265.1,0,1,0,0
25,0,66.5,1.67,192.0,156.0,73.0,0.74,26.7,3.2,3,0,24.0,6.0,0.6974789915966386,4.184873949579831,205.9,0,0,1,0
31,1,52.1,1.55,187.0,128.0,56.0,1.03,8.0,3.8,6,3,21.7,3.0,0.549618320610687,1.6488549618320612,88.5,0,0,0,1
48,0,86.2,1.7,183.0,145.0,73.0,0.89,18.7,2.5,5,1,29.9,7.0,0.6545454545454545,4.581818181818182,351.5,0,0,0,0
19,1,81.7,1.69,196.0,161.0,58.0,1.27,23.0,5.1,7,3,28.7,8.0,0.7463768115942029,5.971014492753623,619.5,0,1,0,0
21,1,85.9,1.78,204.0,145.0,73.0,0.54,23.4,3.9,3,0,27.2,3.0,0.549618320610687,1.6488549618320612,76.5,0,0,0,1
18,1,84.6,1.77,205.0,173.0,78.0,0.51,29.5,3.5,2,0,27.1,8.0,0.7480314960629921,5.984251968503937,258.2,0,1,0,0
37,0,73.8,1.74,185.0,148.0,80.0,0.89,24.8,3.0,5,1,24.5,7.0,0.6476190476190476,4.533333333333333,297.8,0,0,0,0
31,0,86.4,1.72,187.0,141.0,56.0,1.34,30.8,3.3,7,3,29.2,7.0,0.648854961832061,4.541984732824427,525.9,0,0,0,0
57,0,63.9,1.67,166.0,130.0,62.0,0.99,21.9,3.1,3,1,22.8,7.0,0.6538461538461539,4.576923076923077,289.5,0,0,0,0
42,0,98.4,1.74,176.0,126.0,65.0,1.3,15.1,4.5,6,2,32.5,3.0,0.5495495495495496,1.648648648648649,210.9,0,0,0,1
42,0,49.8,1.57,173.0,150.0,79.0,0.54,27.8,4.2,2,0,20.2,8.0,0.7553191489361702,6.042553191489362,162.5,0,1,0,0
20,0,41.0,1.45,205.0,159.0,74.0,0.76,31.3,2.8,3,0,19.5,7.0,0.648854961832061,4.541984732824427,141.5,0,0,0,0
22,0,59.4,1.8,204.0,148.0,78.0,0.48,29.0,3.6,3,0,18.4,3.0,0.5555555555555556,1.6666666666666667,47.5,0,0,0,1
55,0,58.4,1.75,163.0,135.0,67.0,1.03,20.3,3.7,5,1,19.1,6.0,0.7083333333333334,4.25,255.6,0,0,1,0
43,0,50.0,1.67,175.0,144.0,72.0,1.11,25.8,3.7,5,3,18.0,6.0,0.6990291262135923,4.194174757281553,232.8,0,0,1,0
57,1,79.4,1.79,164.0,123.0,73.0,0.87,16.8,4.2,3,1,24.9,3.0,0.5494505494505495,1.6483516483516485,113.9,0,0,0,1
55,1,70.8,1.61,165.0,137.0,73.0,0.33,25.3,2.5,2,0,27.4,6.0,0.6956521739130435,4.173913043478261,97.5,0,0,1,0
55,0,62.5,1.61,161.0,133.0,66.0,0.95,26.6,3.9,5,1,24.1,6.0,0.7052631578947368,4.231578947368421,251.2,0,0,1,0
21,1,47.0,1.6,191.0,151.0,76.0,0.66,25.5,2.5,3,0,18.5,7.0,0.6521739130434783,4.565217391304348,141.6,0,0,0,0
24,1,66.7,1.74,189.0,160.0,73.0,0.92,26.7,4.2,3,1,22.1,8.0,0.75,6.0,368.2,0,1,0,0
47,0,63.4,1.52,167.0,123.0,68.0,0.66,33.9,3.6,2,0,27.4,3.0,0.5555555555555556,1.6666666666666667,69.7,0,0,0,1
47,0,58.2,1.6,168.0,132.0,65.0,1.08,20.2,3.4,4,2,22.6,7.0,0.6504854368932039,4.553398058252427,286.2,0,0,0,0
36,1,60.8,1.71,185.0,168.0,69.0,1.31,16.6,3.9,6,2,20.8,9.5,0.853448275862069,8.107758620689655,645.8,1,0,0,0
56,0,43.8,1.56,160.0,138.0,72.0,0.65,15.1,3.7,4,1,18.0,8.0,0.75,6.0,170.8,0,1,0,0
52,1,58.1,1.61,164.0,151.0,78.0,0.66,26.8,3.0,2,0,22.3,9.5,0.8488372093023255,8.063953488372093,309.2,1,0,0,0
57,0,45.1,1.46,157.0,131.0,82.0,0.49,28.8,2.7,2,0,21.2,7.0,0.6533333333333333,4.573333333333333,101.1,0,0,0,0
50,1,71.7,1.74,164.0,138.0,59.0,0.65,29.7,4.3,2,0,23.7,8.0,0.7523809523809524,6.019047619047619,280.5,0,1,0,0
50,0,67.3,1.61,164.0,141.0,71.0,0.47,31.9,4.1,3,1,25.9,8.0,0.7526881720430108,6.021505376344086,190.5,0,1,0,0
31,1,56.4,1.57,189.0,145.0,63.0,0.68,22.2,2.3,3,0,22.9,7.0,0.6507936507936508,4.555555555555555,174.7,0,0,0,0
55,1,59.5,1.55,170.0,143.0,60.0,1.0,9.3,4.5,6,3,24.7,8.0,0.7545454545454545,6.036363636363636,359.2,0,1,0,0
27,1,69.5,1.64,201.0,140.0,66.0,1.17,17.4,4.6,7,3,25.9,3.0,0.5481481481481482,1.6444444444444444,133.7,0,0,0,1
45,1,44.2,1.52,175.0,130.0,74.0,0.25,21.2,3.1,2,0,19.1,3.0,0.5544554455445545,1.6633663366336635,18.4,0,0,0,1
31,0,104.9,1.87,194.0,147.0,60.0,0.97,16.1,2.7,7,2,31.5,7.0,0.6492537313432836,4.544776119402985,488.5,0,0,0,0
53,1,44.2,1.45,163.0,140.0,69.0,0.92,20.4,3.9,4,2,21.0,8.0,0.7553191489361702,6.042553191489362,245.7,0,1,0,0
55,0,69.7,1.63,168.0,134.0,71.0,0.92,28.9,3.3,5,1,26.1,7.0,0.6494845360824743,4.546391752577319,291.5,0,0,0,0
33,1,55.6,1.69,183.0,156.0,76.0,0.65,30.5,4.0,3,0,19.5,8.0,0.7476635514018691,5.981308411214953,216.2,0,1,0,0
38,0,62.8,1.6,184.0,159.0,85.0,0.29,32.0,3.5,2,0,24.4,8.0,0.7474747474747475,5.97979797979798,108.9,0,1,0,0
45,1,71.2,1.7,171.0,143.0,57.0,1.39,15.2,4.7,5,2,24.6,8.0,0.7543859649122807,6.035087719298246,597.3,0,1,0,0
50,0,78.4,1.6,166.0,143.0,72.0,0.61,32.5,3.5,2,0,30.6,8.0,0.7553191489361702,6.042553191489362,289.0,0,1,0,0
23,1,77.5,1.83,197.0,141.0,72.0,1.06,18.1,3.7,5,1,23.1,3.0,0.552,1.656,136.0,0,0,0,1
58,1,71.8,1.57,170.0,144.0,66.0,1.26,17.3,5.199999999999999,5,3,29.2,8.0,0.75,6.0,542.8,0,1,0,0
32,0,52.9,1.45,192.0,161.0,65.0,0.95,30.5,4.1,4,1,25.2,8.0,0.7559055118110236,6.047244094488189,303.9,0,1,0,0
20,1,75.5,1.55,196.0,162.0,58.0,1.23,9.0,5.199999999999999,7,3,31.4,8.0,0.7536231884057971,6.028985507246377,559.9,0,1,0,0
52,1,53.2,1.72,163.0,135.0,70.0,0.7,18.1,3.6,4,1,18.0,6.0,0.6989247311827957,4.193548387096774,156.2,0,0,1,0
31,1,72.2,1.67,185.0,135.0,74.0,0.65,18.8,3.9,3,0,25.9,3.0,0.5495495495495496,1.648648648648649,77.4,0,0,0,1
19,1,55.5,1.76,204.0,141.0,63.0,0.68,16.7,3.9,6,3,18.0,3.0,0.5531914893617021,1.6595744680851063,62.6,0,0,0,1
46,0,71.1,1.73,175.0,140.0,75.0,0.83,28.9,2.7,3,0,23.8,7.0,0.65,4.55,268.5,0,0,0,0
21,1,73.4,1.62,202.0,140.0,63.0,1.29,13.6,4.8,5,3,28.1,3.0,0.5539568345323741,1.6618705035971222,157.4,0,0,0,1
43,0,79.2,1.63,174.0,141.0,64.0,0.69,31.7,3.4,4,1,29.8,6.0,0.7,4.199999999999999,229.5,0,0,1,0
29,0,72.6,1.64,193.0,133.0,61.0,0.95,10.5,3.6,7,3,27.0,3.0,0.5454545454545454,1.6363636363636362,112.9,0,0,0,1
19,0,79.7,1.87,202.0,164.0,75.0,0.6,30.4,3.3,3,0,22.8,6.0,0.7007874015748031,4.2047244094488185,201.1,0,0,1,0
34,0,80.1,1.75,192.0,141.0,79.0,0.38,22.9,3.1,3,0,26.2,3.0,0.5486725663716814,1.646017699115044,50.1,0,0,0,1
52,1,104.9,1.87,176.0,149.0,85.0,0.48,25.0,3.1,2,0,34.1,6.0,0.7032967032967034,4.21978021978022,241.0,0,0,1,0
27,1,75.6,1.76,198.0,145.0,80.0,0.63,16.7,3.9,3,0,24.3,3.0,0.5508474576271186,1.652542372881356,78.7,0,0,0,1
39,0,78.0,1.67,187.0,143.0,61.0,0.7,20.3,3.1,6,2,27.8,7.0,0.6507936507936508,4.555555555555555,248.7,0,0,0,0
58,1,55.5,1.58,162.0,133.0,78.0,0.53,30.8,2.9,3,0,22.3,7.0,0.6547619047619048,4.583333333333333,134.8,0,0,0,0
38,1,81.7,1.7,179.0,146.0,70.0,1.24,24.9,3.9,5,1,28.3,6.0,0.6972477064220184,4.18348623853211,423.8,0,0,1,0
32,0,77.4,1.67,188.0,157.0,63.0,1.15,14.7,4.7,6,2,27.6,8.0,0.752,6.016,535.5,0,1,0,0
52,0,60.2,1.67,167.0,120.0,62.0,0.96,23.8,4.0,6,2,21.6,3.0,0.5523809523809524,1.6571428571428573,95.8,0,0,0,1
38,0,74.6,1.66,181.0,127.0,62.0,0.54,22.5,3.2,7,2,27.1,3.0,0.5462184873949579,1.638655462184874,66.0,0,0,0,1
38,1,59.4,1.47,182.0,143.0,69.0,0.52,23.2,2.5,3,0,27.3,7.0,0.6548672566371682,4.5840707964601775,141.6,0,0,0,0
38,0,87.9,1.81,181.0,142.0,69.0,0.64,30.4,2.9,3,0,27.0,7.0,0.6517857142857143,4.5625,256.7,0,0,0,0
49,0,66.9,1.67,169.0,142.0,78.0,0.55,25.7,3.7,3,0,23.8,6.0,0.7032967032967034,4.21978021978022,155.3,0,0,1,0
22,1,68.5,1.54,197.0,179.0,73.0,0.52,22.3,3.2,2,0,28.9,9.5,0.8548387096774194,8.120967741935484,289.3,1,0,0,0
56,1,60.5,1.73,168.0,144.0,71.0,0.68,21.4,4.4,5,1,20.3,8.0,0.7525773195876289,6.020618556701031,247.7,0,1,0,0
